id,status,gender,current_role,kids_in_home,years_in_field,age,employment_type,salary,parental_leave_pay,parental_leave_length,country,wish_parental_leave_longer,ever_declined_promotion,ever_declined_travel,voicing_needs_difficult,have_support,equal_partnership,treated_unfairly_at_work,changed_company_balance,remote_work
281,Completed,Female,data worker,kids in home Yes,2 5 years,35-44yo,Employed part time,wont-answer-salary,full paid,13 16weeks,Europe,No wish longer,No declined promotion,never asked trip conference,No voicing needs difficult,Yes network help,equal partnership,No unfairly treated,No changed companies,Fully in office
282,Completed,Male,data worker,kids in home Yes,less 2,25-34yo,Employed full time,30-59k,full paid,9 12weeks,US,Yes wish longer,Yes declined promotion,never asked trip conference,Yes voicing needs difficult,Yes network help,equal partnership,No unfairly treated,No changed companies,Partially remote
283,Completed,Female,data worker,kids in home Yes,11 15 years,35-44yo,Employed full time,120-159k,full paid,6 8weeks,US,Yes wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,No network help,partner handles less,Yes unfairly treated,Yes changed companies,Partially remote
284,Completed,Female,data worker,kids in home Yes,6 10 years,35-44yo,Employed full time,120-159k,partially paid,17 weeks 6 months,other country,No wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Yes network help,equal partnership,No unfairly treated,No changed companies,Fully in office
286,Completed,Male,pursing work,kids in home Yes,less 2,25-34yo,not employed not looking,less30k,other materity leave,no leave,Asia,No wish longer,No declined promotion,Yes declined trip or conference,No voicing needs difficult,Yes network help,equal partnership,No unfairly treated,No changed companies,Partially remote
287,Completed,Male,pursing work,kids in home No,2 5 years,25-34yo,not employed not looking,wont-answer-salary,other materity leave,no leave,other country,Other leave,No declined promotion,No declined trip or conference,No voicing needs difficult,No network help,single,No unfairly treated,Yes changed companies,Partially remote
288,Completed,Male,Manager,kids in home Yes,11 15 years,35-44yo,Employed full time,90-119k,full paid,less 2weeks,Europe,Not sure longer leave,No declined promotion,Yes declined trip or conference,No voicing needs difficult,Yes network help,partner handles more,No unfairly treated,No changed companies,Fully in office
289,Completed,Female,data worker,kids in home Yes,less 2,35-44yo,Employed part time,60-89k,full paid,6 month plus,Europe,No wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Yes network help,partner handles less,No unfairly treated,Yes changed companies,Fully remote
290,Completed,Female,data worker,kids in home Yes,6 10 years,35-44yo,Employed full time,120-159k,partially paid,6 8weeks,other country,Yes wish longer,No declined promotion,No declined trip or conference,Yes voicing needs difficult,No network help,partner handles less,Yes unfairly treated,Yes changed companies,Fully in office
291,Completed,Female,pursing work,kids in home Yes,not in the field,35-44yo,not employed not looking,wont-answer-salary,partially paid,9 12weeks,US,Yes wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Yes network help,equal partnership,No unfairly treated,No changed companies,Other workplace arrangement
292,Completed,Male,Manager,kids in home Yes,16 years more,35-44yo,Employed full time,120-159k,full paid,less 2weeks,Europe,Not sure longer leave,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Other network help,equal partnership,No unfairly treated,Yes changed companies,Fully in office
293,Completed,Female,pursing work,kids in home Yes,not in the field,35-44yo,Employed full time,30-59k,partially paid,6 8weeks,US,Yes wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Yes network help,equal partnership,Yes unfairly treated,Yes changed companies,Fully remote
294,Completed,Female,Manager,kids in home Yes,16 years more,35-44yo,Employed full time,90-119k,partially paid,13 16weeks,other country,Yes wish longer,No declined promotion,never asked trip conference,Yes voicing needs difficult,Yes network help,equal partnership,No unfairly treated,Yes changed companies,Fully in office
295,Completed,Male,data worker,kids in home Yes,6 10 years,25-34yo,Employed full time,30-59k,full paid,no leave,Europe,Yes wish longer,No declined promotion,Yes declined trip or conference,No voicing needs difficult,Yes network help,partner handles more,Yes unfairly treated,Yes changed companies,Partially remote
296,Completed,Female,data worker,kids in home No,2 5 years,25-34yo,Employed full time,60-89k,other materity leave,no leave,other country,Other leave,Other declined promotion,Other trip conference,Other voicing needs difficult,Other network help,equal partnership,Other unfairly treated,Other changed companies,Fully remote
297,Completed,Female,Manager,kids in home Yes,11 15 years,35-44yo,Employed full time,120-159k,partially paid,9 12weeks,US,Yes wish longer,Other declined promotion,No declined trip or conference,No voicing needs difficult,Yes network help,partner handles less,Other unfairly treated,Yes changed companies,Fully in office
298,Completed,Male,pursing work,kids in home No,not in the field,25-34yo,Employed full time,90-119k,other materity leave,no leave,other country,Not sure longer leave,Other declined promotion,Other trip conference,Other voicing needs difficult,Other network help,single,Other unfairly treated,Other changed companies,client location
299,Completed,Female,data worker,kids in home Yes,2 5 years,25-34yo,Employed full time,90-119k,partially paid,less 2weeks,US,Yes wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,No network help,equal partnership,Yes unfairly treated,Yes changed companies,Fully in office
300,Completed,Female,data worker,kids in home No,less 2,18-24yo,Student,wont-answer-salary,other materity leave,6 month plus,Europe,Yes wish longer,Other declined promotion,Other trip conference,Other voicing needs difficult,Other network help,partner handles less,Other unfairly treated,No changed companies,Fully in office
301,Completed,Female,data worker,kids in home Yes,6 10 years,35-44yo,Employed full time,60-89k,partially paid,6 month plus,other country,No wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Yes network help,equal partnership,No unfairly treated,Yes changed companies,Fully in office
302,Completed,Male,data worker,kids in home No,6 10 years,55-64yo,Employed full time,60-89k,full paid,less 2weeks,US,Yes wish longer,Yes declined promotion,Yes declined trip or conference,No voicing needs difficult,Yes network help,equal partnership,No unfairly treated,Yes changed companies,Partially remote
303,Completed,Female,data worker,kids in home Yes,16 years more,35-44yo,Self employed,60-89k,partially paid,6 month plus,Europe,No wish longer,No declined promotion,No declined trip or conference,No voicing needs difficult,Yes network help,partner handles more,No unfairly treated,Yes changed companies,Fully remote
304,Completed,Male,pursing work,empty nester,not in the field,55-64yo,Employed part time,160-plus,other materity leave,no leave,US,Yes wish longer,Yes declined promotion,No declined trip or conference,Yes voicing needs difficult,No network help,single,Yes unfairly treated,No changed companies,Fully in office
305,Completed,Male,data worker,kids in home Yes,6 10 years,25-34yo,Employed full time,60-89k,full paid,less 2weeks,Europe,Yes wish longer,No declined promotion,No declined trip or conference,No voicing needs difficult,Yes network help,partner handles more,No unfairly treated,No changed companies,Fully in office
306,Completed,Female,Manager,kids in home Yes,6 10 years,35-44yo,Employed full time,120-159k,partially paid,9 12weeks,US,Yes wish longer,No declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Yes network help,partner handles less,No unfairly treated,Yes changed companies,Fully in office
307,Completed,Male,data worker,kids in home No,6 10 years,35-44yo,Self employed,30-59k,not paid,no leave,other country,Not sure longer leave,No declined promotion,No declined trip or conference,No voicing needs difficult,No network help,equal partnership,Other unfairly treated,Other changed companies,client location
308,Completed,Female,pursing work,kids in home Yes,2 5 years,35-44yo,Employed part time,30-59k,partially paid,6 8weeks,US,Yes wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Yes network help,equal partnership,Yes unfairly treated,Yes changed companies,Fully remote
309,Completed,Male,data worker,kids in home No,2 5 years,25-34yo,Employed full time,wont-answer-salary,not paid,no leave,other country,No wish longer,No declined promotion,never asked trip conference,Yes voicing needs difficult,Yes network help,single,Yes unfairly treated,No changed companies,client location
310,Completed,Male,data worker,kids in home Yes,16 years more,45-54yo,Employed full time,120-159k,full paid,less 2weeks,Europe,Not sure longer leave,No declined promotion,No declined trip or conference,No voicing needs difficult,Yes network help,partner handles more,No unfairly treated,No changed companies,Partially remote
311,Completed,Female,data worker,kids in home Yes,16 years more,35-44yo,Employed full time,120-159k,partially paid,13 16weeks,US,Yes wish longer,Yes declined promotion,No declined trip or conference,Yes voicing needs difficult,Yes network help,single,Yes unfairly treated,Yes changed companies,Fully remote
312,Completed,Male,data worker,kids in home No,6 10 years,25-34yo,Employed full time,less30k,full paid,no leave,other country,Not sure longer leave,Other declined promotion,never asked trip conference,Other voicing needs difficult,Other network help,equal partnership,Other unfairly treated,Other changed companies,Fully in office
313,Completed,Male,data worker,kids in home No,less 2,18-24yo,Employed full time,less30k,not paid,no leave,Asia,Not sure longer leave,No declined promotion,never asked trip conference,No voicing needs difficult,No network help,single,No unfairly treated,No changed companies,Fully in office
314,Completed,Male,data worker,kids in home Yes,11 15 years,35-44yo,Employed full time,less30k,full paid,less 2weeks,Asia,Yes wish longer,No declined promotion,never asked trip conference,Yes voicing needs difficult,Yes network help,partner handles more,No unfairly treated,Yes changed companies,Fully in office
315,Completed,Female,data worker,kids in home Yes,2 5 years,25-34yo,Self employed,less30k,partially paid,6 month plus,Asia,Yes wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Yes network help,equal partnership,Yes unfairly treated,No changed companies,Fully remote
316,Completed,Female,data worker,empty nester,11 15 years,55-64yo,Employed full time,90-119k,full paid,13 16weeks,US,No wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Yes network help,partner handles less,No unfairly treated,Yes changed companies,Fully in office
317,Completed,Female,data worker,kids in home Yes,less 2,25-34yo,Employed full time,30-59k,full paid,6 month plus,Europe,Yes wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Yes network help,equal partnership,No unfairly treated,Yes changed companies,Partially remote
318,Completed,Male,pursing work,kids in home No,less 2,35-44yo,Employed full time,less30k,full paid,no leave,Asia,No wish longer,Yes declined promotion,No declined trip or conference,No voicing needs difficult,No network help,partner handles more,Yes unfairly treated,Yes changed companies,Fully in office
319,Completed,Female,pursing work,kids in home Yes,less 2,25-34yo,not employed not looking,wont-answer-salary,partially paid,6 month plus,other country,No wish longer,No declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Yes network help,partner handles less,Yes unfairly treated,Yes changed companies,Fully in office
320,Completed,Male,pursing work,kids in home Yes,less 2,35-44yo,Employed full time,less30k,not paid,no leave,Asia,Yes wish longer,No declined promotion,never asked trip conference,No voicing needs difficult,Yes network help,partner handles more,Other unfairly treated,No changed companies,Partially remote
321,Completed,Female,data worker,kids in home Yes,2 5 years,25-34yo,Employed full time,90-119k,partially paid,9 12weeks,US,Yes wish longer,No declined promotion,Yes declined trip or conference,No voicing needs difficult,Yes network help,equal partnership,Yes unfairly treated,No changed companies,Partially remote
322,Completed,Male,data worker,kids in home Yes,6 10 years,25-34yo,Employed full time,wont-answer-salary,full paid,less 2weeks,Asia,Yes wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,No network help,partner handles more,Yes unfairly treated,Other changed companies,Fully in office
323,Completed,Male,data worker,kids in home Yes,2 5 years,25-34yo,Employed full time,less30k,full paid,less 2weeks,Asia,No wish longer,No declined promotion,No declined trip or conference,Yes voicing needs difficult,No network help,partner handles more,No unfairly treated,Yes changed companies,Partially remote
324,Completed,Male,data worker,kids in home Yes,16 years more,45-54yo,Employed full time,60-89k,partially paid,less 2weeks,US,Not sure longer leave,No declined promotion,No declined trip or conference,No voicing needs difficult,Yes network help,partner handles more,No unfairly treated,Yes changed companies,Fully in office
325,Completed,Female,data worker,kids in home Yes,6 10 years,25-34yo,Employed full time,less30k,full paid,17 weeks 6 months,Asia,Yes wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,No network help,partner handles less,Yes unfairly treated,No changed companies,Fully in office
326,Completed,Female,data worker,kids in home Yes,less 2,35-44yo,Employed full time,less30k,full paid,13 16weeks,Europe,Yes wish longer,No declined promotion,No declined trip or conference,No voicing needs difficult,Yes network help,equal partnership,Yes unfairly treated,No changed companies,Fully in office
327,Completed,Female,Manager,kids in home Yes,6 10 years,35-44yo,Employed full time,120-159k,partially paid,17 weeks 6 months,Europe,No wish longer,No declined promotion,No declined trip or conference,No voicing needs difficult,Yes network help,partner handles more,No unfairly treated,No changed companies,Fully in office
328,Completed,Female,data worker,kids in home Yes,less 2,35-44yo,Employed full time,60-89k,not paid,6 month plus,Asia,No wish longer,Yes declined promotion,No declined trip or conference,No voicing needs difficult,Yes network help,partner handles less,No unfairly treated,Yes changed companies,Partially remote
329,Completed,Male,Manager,kids in home Yes,2 5 years,35-44yo,Employed full time,160-plus,other materity leave,less 2weeks,Europe,Yes wish longer,No declined promotion,No declined trip or conference,No voicing needs difficult,Yes network help,partner handles more,No unfairly treated,Yes changed companies,Partially remote
330,Completed,Male,data worker,kids in home Yes,2 5 years,25-34yo,Employed full time,less30k,other materity leave,no leave,Asia,Yes wish longer,No declined promotion,Yes declined trip or conference,Yes voicing needs difficult,No network help,partner handles more,No unfairly treated,No changed companies,Fully in office
331,Completed,Male,pursing work,kids in home Yes,less 2,25-34yo,not employed not looking,less30k,other materity leave,less 2weeks,Asia,Yes wish longer,Yes declined promotion,Yes declined trip or conference,No voicing needs difficult,Yes network help,equal partnership,No unfairly treated,Yes changed companies,Fully remote
332,Completed,Female,pursing work,kids in home Yes,less 2,25-34yo,Employed full time,less30k,not paid,no leave,Asia,Yes wish longer,Yes declined promotion,never asked trip conference,Yes voicing needs difficult,Yes network help,equal partnership,No unfairly treated,No changed companies,Partially remote
333,Completed,Male,data worker,kids in home No,2 5 years,25-34yo,Employed full time,wont-answer-salary,other materity leave,no leave,Asia,Yes wish longer,Yes declined promotion,Yes declined trip or conference,Yes voicing needs difficult,Yes network help,single,No unfairly treated,No changed companies,Partially remote
334,Completed,Female,data worker,kids in home Yes,16 years more,35-44yo,Self employed,90-119k,partially paid,9 12weeks,US,Yes wish longer,Yes declined promotion,Yes declined trip or conference,No voicing needs difficult,Yes network help,partner handles less,No unfairly treated,Yes changed companies,Fully remote
